month,monthly_revenue
2022-03-01 00:00:00-06:00,94810.0
2022-04-01 00:00:00-05:00,26234520.0
2022-05-01 00:00:00-05:00,23953534.0
2022-06-01 00:00:00-05:00,21390530.0
